date,symbol,side,strike,contracts,entryAt,entryPremium,exitAt,exitPremium,pnl,balanceAfter,reason
2026-06-09,SPY260609P00733000,Put,733,3,2026-06-17T06:18:33.638Z,1.65,2026-06-17T06:18:33.666Z,1.09,-168,7413,"Stop loss: premium 1.09 ≤ stop 1.32 (20% loss)"
2026-06-10,SPY260610P00734000,Put,734,2,2026-06-17T06:18:37.219Z,2.33,2026-06-17T06:18:37.246Z,2.65,64,7477,"Trailing stop: premium 2.65 ≤ 15% give-back from peak 3.72 (trail 3.16; armed at +25%)"
2026-06-10,SPY260610P00732000,Put,732,2,2026-06-17T06:18:37.827Z,2.46,2026-06-17T06:18:37.848Z,3.39,186,7663,"Trailing stop: premium 3.39 ≤ 15% give-back from peak 4.12 (trail 3.50; armed at +25%)"
2026-06-10,SPY260610P00729000,Put,729,2,2026-06-17T06:18:38.895Z,1.99,2026-06-17T06:18:38.902Z,2.29,60,7723,"Trailing stop: premium 2.29 ≤ 15% give-back from peak 2.77 (trail 2.35; armed at +25%)"
2026-06-10,SPY260610P00729000,Put,729,1,2026-06-17T06:18:38.912Z,2.74,2026-06-17T06:18:38.921Z,2.01,-73,7650,"Stop loss: premium 2.01 ≤ stop 2.19 (20% loss)"
2026-06-10,SPY260610P00730000,Put,730,2,2026-06-17T06:18:39.003Z,2.05,2026-06-17T06:18:39.017Z,2.1,10,7660,"Profit-lock stop: premium 2.10 ≤ locked stop 2.15 (raised to +5% profit after reaching +15% MFE)"
2026-06-10,SPY260610P00730000,Put,730,2,2026-06-17T06:18:39.049Z,1.92,2026-06-17T06:18:39.054Z,1.95,6,7666,"Profit-lock stop: premium 1.95 ≤ locked stop 2.02 (raised to +5% profit after reaching +15% MFE)"
2026-06-10,SPY260610P00730000,Put,730,2,2026-06-17T06:18:39.176Z,2.01,2026-06-17T06:18:39.184Z,1.82,-38,7628,"Breakeven stop: premium 1.82 ≤ protected stop 2.01 (raised to entry 2.01 after reaching +10% MFE)"
2026-06-10,SPY260610P00729000,Put,729,2,2026-06-17T06:18:39.227Z,1.69,2026-06-17T06:18:39.252Z,1.8,22,7650,"Trailing stop: premium 1.80 ≤ 15% give-back from peak 2.16 (trail 1.84; armed at +25%)"
2026-06-10,SPY260610P00729000,Put,729,3,2026-06-17T06:18:39.274Z,1.51,2026-06-17T06:18:39.301Z,1.4,-33,7617,"Profit-lock stop: premium 1.40 ≤ locked stop 1.59 (raised to +5% profit after reaching +15% MFE)"
2026-06-10,SPY260610P00729000,Put,729,3,2026-06-17T06:18:39.565Z,1.37,2026-06-17T06:18:39.591Z,2.15,234,7851,"Trailing stop: premium 2.15 ≤ 15% give-back from peak 2.56 (trail 2.18; armed at +25%)"
2026-06-10,SPY260610P00727000,Put,727,4,2026-06-17T06:18:40.099Z,1.12,2026-06-17T06:18:40.111Z,1.07,-20,7831,"Profit-lock stop: premium 1.07 ≤ locked stop 1.18 (raised to +5% profit after reaching +15% MFE)"
2026-06-10,SPY260610P00727000,Put,727,4,2026-06-17T06:18:40.119Z,1.17,2026-06-17T06:18:40.124Z,1.11,-24,7807,"Profit-lock stop: premium 1.11 ≤ locked stop 1.23 (raised to +5% profit after reaching +15% MFE)"
2026-06-10,SPY260610P00727000,Put,727,4,2026-06-17T06:18:40.177Z,1.12,2026-06-17T06:18:40.207Z,1.85,292,8099,"End-of-session flatten (backtest)"
2026-06-11,SPY260611C00732000,Call,732,2,2026-06-17T06:18:42.598Z,2.04,2026-06-17T06:18:42.608Z,1.91,-26,8073,"Profit-lock stop: premium 1.91 ≤ locked stop 2.14 (raised to +5% profit after reaching +15% MFE)"
2026-06-11,SPY260611C00731000,Call,731,1,2026-06-17T06:18:42.613Z,2.57,2026-06-17T06:18:42.622Z,1.85,-72,8001,"Stop loss: premium 1.85 ≤ stop 2.06 (20% loss)"
2026-06-11,SPY260611C00733000,Call,733,4,2026-06-17T06:18:44.764Z,0.77,2026-06-17T06:18:44.766Z,1.62,340,8341,"Trailing stop: premium 1.62 ≤ 15% give-back from peak 2.33 (trail 1.98; armed at +25%)"
